Port,Year,Week,"Commercial Market","Commercial Size Class"," Median Waiting Time Off Port Limits","Waiting Time Off Port Limits Confidence Score ","Median Time At Port","Time At Port Confidence Score","Median Waiting Time Off Port Limits  Standard Deviation ","Time At Port Standard Deviation","Median Waiting Time Off Port Limits Difference (week-to-week)","Waiting Time Off Port Limits  % Difference (week-to-week)","Time At Port Difference (week-to-week)","Time At Port % Difference (week-to-week)","Number Of Calls","Number Of Vessels","Port Country",Unlocode
"Lawe lawe",2022,11,ALL,ALL,0.6,LOW,1.4,LOW,0.7,0.4,0.1,20.0,0.4,40.0,3,3,Indonesia,IDLLA
Labuanabajo,2022,11,ALL,ALL,,LOW,0.3,LOW,,,,,0.0,0.0,1,1,Indonesia,IDLBJ
Kupang,2022,11,ALL,ALL,1.1,MEDIUM,1.5,MEDIUM,2.7,8.9,-0.5,-31.3,-0.4,-21.1,16,11,Indonesia,IDKOE
Kumai,2022,11,ALL,ALL,0.3,LOW,0.8,LOW,0.2,0.3,-0.3,-50.0,-0.2,-20.0,7,5,Indonesia,IDKUM
"Krueng geukueh",2022,11,ALL,ALL,0.4,MEDIUM,1.2,MEDIUM,4.8,2.0,-0.1,-20.0,0.1,9.1,6,6,Indonesia,IDKGH
Kotabaru,2022,11,ALL,ALL,1.9,HIGH,1.0,HIGH,2.6,0.9,1.7,850.0,0.2,25.0,10,9,Indonesia,IDKBU
Kolaka,2022,11,ALL,ALL,0.9,MEDIUM,0.8,MEDIUM,,0.9,0.6,200.0,0.0,0.0,9,6,Indonesia,IDKOL
Kijang,2022,11,ALL,ALL,0.1,LOW,0.3,LOW,,0.4,-0.2,-66.7,-0.7,-70.0,4,4,Indonesia,IDKIJ
Ketapang,2022,11,ALL,ALL,0.8,HIGH,0.0,HIGH,0.6,0.3,-0.1,-11.1,0.0,0.0,625,28,Indonesia,IDKTG
Kariangau,2022,11,ALL,ALL,0.0,LOW,1.1,LOW,1.2,4.2,0.0,0.0,0.3,37.5,277,27,Indonesia,IDKRG
Kalbut,2022,11,ALL,ALL,,MEDIUM,1.9,MEDIUM,,3.3,,,0.7,58.3,16,14,Indonesia,IDKSO
Kalabahi,2022,11,ALL,ALL,0.3,MEDIUM,0.4,MEDIUM,,10.6,-0.2,-40.0,-0.2,-33.3,7,5,Indonesia,IDKBH
Kabil,2022,11,ALL,ALL,1.6,LOW,0.5,LOW,6.5,7.3,0.7,77.8,0.4,400.0,58,18,Indonesia,IDKAB
Jayapura,2022,11,ALL,ALL,0.0,MEDIUM,1.4,MEDIUM,,0.3,-0.6,-100.0,0.0,0.0,4,4,Indonesia,IDDJJ
Jakarta,2022,11,ALL,ALL,0.4,MEDIUM,1.1,MEDIUM,6.7,6.1,0.1,33.3,0.0,0.0,236,204,Indonesia,IDJKT
Gresik,2022,11,ALL,ALL,0.5,LOW,2.5,LOW,2.1,3.2,-0.9,-64.3,0.5,25.0,38,37,Indonesia,IDGRE
Gilimanuk,2022,11,ALL,ALL,,HIGH,0.0,HIGH,,0.1,,0.0,0.0,0.0,647,17,Indonesia,IDGIL
Garongkong,2022,11,ALL,ALL,,MEDIUM,5.2,MEDIUM,,,,,5.0,2500.0,1,1,Indonesia,
Futong,2022,11,ALL,ALL,0.6,LOW,1.5,LOW,0.9,1.0,-3.2,-84.2,-1.6,-51.6,5,5,Indonesia,IDFTG
Ende,2022,11,ALL,ALL,0.2,MEDIUM,0.7,MEDIUM,0.1,0.5,-0.4,-66.7,-0.2,-22.2,4,4,Indonesia,IDENE
Dumai,2022,11,ALL,ALL,1.1,HIGH,1.7,HIGH,4.7,1.9,-0.9,-45.0,-0.1,-5.6,40,31,Indonesia,IDDUM
Ciwandan,2022,11,ALL,ALL,0.2,LOW,0.9,LOW,1.0,2.1,-0.2,-50.0,-0.2,-18.2,23,20,Indonesia,IDCIW
Cirebon,2022,11,ALL,ALL,0.1,LOW,1.3,LOW,0.4,4.6,-1.0,-90.9,-1.7,-56.7,7,5,Indonesia,IDCBN
Cilegon,2022,11,ALL,ALL,2.5,HIGH,10.2,HIGH,1.2,12.8,1.4,127.3,-5.7,-35.9,12,10,Indonesia,IDCGN
Cilacap,2022,11,ALL,ALL,2.6,LOW,2.3,LOW,2.3,1.8,1.1,73.3,0.9,64.3,14,14,Indonesia,IDCXP
Cigading,2022,11,ALL,ALL,0.4,HIGH,4.8,HIGH,0.6,2.3,0.1,33.3,-0.7,-12.7,11,11,Indonesia,IDCIG
Bunati,2022,11,ALL,ALL,0.1,HIGH,6.2,HIGH,0.1,3.3,0.1,0.0,0.9,17.0,14,14,Indonesia,IDBUT
Bontang,2022,11,ALL,ALL,1.1,HIGH,2.0,HIGH,1.8,8.3,0.0,0.0,0.0,0.0,21,21,Indonesia,IDBXT
Bitung,2022,11,ALL,ALL,0.8,LOW,1.6,LOW,1.5,11.3,-0.4,-33.3,0.1,6.7,28,23,Indonesia,IDBIT
Biringkassi,2022,11,ALL,ALL,4.0,LOW,1.8,LOW,1.5,2.0,,,0.8,80.0,3,3,Indonesia,IDBIR
Benoa,2022,11,ALL,ALL,0.5,LOW,0.9,LOW,0.6,0.7,,,-0.2,-18.2,6,5,Indonesia,IDBOA
Bengkulu,2022,11,ALL,ALL,0.2,MEDIUM,3.4,MEDIUM,0.2,14.9,0.1,100.0,2.0,142.9,7,7,Indonesia,IDBKS
Benete,2022,11,ALL,ALL,0.5,LOW,1.1,LOW,,1.2,-0.3,-37.5,-0.9,-45.0,4,4,Indonesia,IDBEN
Belawan,2022,11,ALL,ALL,0.8,LOW,1.3,LOW,2.2,2.1,0.3,60.0,-0.3,-18.8,34,32,Indonesia,IDBLW
"Batu ampar",2022,11,ALL,ALL,0.4,LOW,1.5,LOW,1.3,13.8,0.0,0.0,0.3,25.0,31,19,Indonesia,IDBUR
Banjarmasin,2022,11,ALL,ALL,0.3,HIGH,0.8,HIGH,2.7,8.6,0.0,0.0,0.0,0.0,43,37,Indonesia,IDBDJ
"Banda aceh",2022,11,ALL,ALL,,HIGH,0.1,HIGH,,0.2,,,0.0,0.0,10,1,Indonesia,IDBTJ
Balikpapan,2022,11,ALL,ALL,0.7,LOW,1.2,LOW,1.5,1.3,-1.7,-70.8,-0.1,-7.7,31,27,Indonesia,IDBPN
Bakauheni,2022,11,ALL,ALL,0.0,HIGH,0.1,HIGH,0.0,0.6,0.0,0.0,0.0,0.0,557,52,Indonesia,IDTKG
Bajoe,2022,11,ALL,ALL,,LOW,0.9,LOW,,1.3,,,-1.0,-52.6,13,5,Indonesia,
Ampenan,2022,11,ALL,ALL,0.0,MEDIUM,0.9,MEDIUM,,0.1,-0.5,-100.0,0.0,0.0,2,2,Indonesia,IDAMP
Ambon,2022,11,ALL,ALL,0.1,LOW,0.7,LOW,0.2,0.8,-5.7,-98.3,-0.1,-12.5,16,9,Indonesia,IDAMQ
Amamapare,2022,11,ALL,ALL,1.6,MEDIUM,1.8,MEDIUM,15.0,2.8,-1.0,-38.5,0.3,20.0,9,8,Indonesia,IDAMA
"Adang bay",2022,11,ALL,ALL,4.8,LOW,8.2,LOW,,3.5,4.4,1100.0,3.0,57.7,11,11,Indonesia,IDADB
Wayame,2022,10,ALL,ALL,3.0,HIGH,1.5,HIGH,2.4,0.8,0.7,30.4,-0.1,-6.3,16,12,Indonesia,
Waingapu,2022,10,ALL,ALL,0.4,LOW,0.4,LOW,,0.9,0.0,0.0,0.0,0.0,3,3,Indonesia,IDWGP
Tuban,2022,10,ALL,ALL,2.5,HIGH,1.2,HIGH,3.7,1.3,1.0,66.7,0.0,0.0,18,14,Indonesia,IDTBN
Tual,2022,10,ALL,ALL,0.1,HIGH,0.8,HIGH,0.7,3.4,-0.8,-88.9,0.0,0.0,22,11,Indonesia,IDTUA
Tolitoli,2022,10,ALL,ALL,,MEDIUM,2.9,MEDIUM,,,,,0.6,26.1,1,1,Indonesia,IDTLI
Ternate,2022,10,ALL,ALL,11.8,HIGH,0.8,HIGH,6.7,2.1,6.3,114.5,-0.1,-11.1,11,5,Indonesia,IDTTE
Telukbayur,2022,10,ALL,ALL,1.4,HIGH,1.3,HIGH,10.1,12.0,-0.1,-6.7,-0.2,-13.3,23,19,Indonesia,IDTBR
Tarjun,2022,10,ALL,ALL,,LOW,0.6,LOW,,,,,-1.1,-64.7,1,1,Indonesia,IDTAR
Tarakan,2022,10,ALL,ALL,0.6,LOW,1.0,LOW,0.3,0.5,0.5,500.0,-0.2,-16.7,7,6,Indonesia,IDTRK
Tarahan,2022,10,ALL,ALL,0.4,HIGH,0.8,HIGH,1.2,12.2,-0.2,-33.3,0.3,60.0,17,11,Indonesia,IDTRH
"Tanjung uban",2022,10,ALL,ALL,1.2,HIGH,0.0,HIGH,1.1,4.5,-0.1,-7.7,0.0,0.0,62,17,Indonesia,IDITN
"Tanjung pemancingan",2022,10,ALL,ALL,,LOW,3.8,LOW,,,,,1.5,65.2,1,1,Indonesia,IDTPN
"Tanjung jati",2022,10,ALL,ALL,,MEDIUM,3.7,MEDIUM,,0.5,,,0.2,5.7,3,3,Indonesia,
"Tanjung bara",2022,10,ALL,ALL,13.6,LOW,1.4,LOW,13.7,0.4,11.5,547.6,0.4,40.0,8,6,Indonesia,IDTBA
Tangguh,2022,10,ALL,ALL,1.1,MEDIUM,1.6,MEDIUM,3.2,3.7,,,0.2,14.3,4,4,Indonesia,
Suralaya,2022,10,ALL,ALL,1.0,HIGH,1.0,HIGH,0.9,1.7,0.7,233.3,-0.3,-23.1,23,17,Indonesia,IDSRL
Surabaya,2022,10,ALL,ALL,0.9,LOW,0.7,LOW,1.4,3.5,0.4,80.0,-0.1,-12.5,246,144,Indonesia,IDSUB
"Sungai pakning",2022,10,ALL,ALL,,LOW,2.6,LOW,,,,,0.6,30.0,1,1,Indonesia,IDSEQ
Sorong,2022,10,ALL,ALL,0.2,MEDIUM,1.0,MEDIUM,0.1,0.2,-3.7,-94.9,-0.1,-9.1,3,3,Indonesia,IDSOQ
Sibolga,2022,10,ALL,ALL,,LOW,6.6,LOW,,,,,,,1,1,Indonesia,IDSLG
Semarang,2022,10,ALL,ALL,0.6,HIGH,0.8,HIGH,1.3,1.5,0.3,100.0,0.0,0.0,40,31,Indonesia,IDSRG
Saumlaki,2022,10,ALL,ALL,,MEDIUM,0.7,MEDIUM,,0.2,,,-0.1,-12.5,2,2,Indonesia,IDSXK
Sampit,2022,10,ALL,ALL,0.5,LOW,5.8,LOW,0.3,11.3,0.2,66.7,4.8,480.0,12,11,Indonesia,IDSMQ
Samarinda,2022,10,ALL,ALL,0.3,LOW,2.1,LOW,0.2,5.2,0.0,0.0,0.7,50.0,19,18,Indonesia,IDSRI
Pontianak,2022,10,ALL,ALL,0.5,LOW,3.1,LOW,1.0,8.1,-0.2,-28.6,1.7,121.4,37,31,Indonesia,IDPNK
Pomalaa,2022,10,ALL,ALL,,LOW,3.5,LOW,,,,,0.0,0.0,1,1,Indonesia,IDPUM
Pomako,2022,10,ALL,ALL,2.5,LOW,2.9,LOW,1.7,3.2,1.0,66.7,0.4,16.0,9,7,Indonesia,IDPMK
Pekanbaru,2022,10,ALL,ALL,1.8,MEDIUM,1.9,MEDIUM,,0.6,0.6,50.0,-1.1,-36.7,2,2,Indonesia,IDPKU
Panjang,2022,10,ALL,ALL,0.9,LOW,1.6,LOW,17.9,3.4,0.7,350.0,0.5,45.5,19,17,Indonesia,IDPNJ
"Pangkalan susu",2022,10,ALL,ALL,1.2,MEDIUM,1.0,MEDIUM,0.8,0.3,-0.2,-14.3,-0.1,-9.1,4,2,Indonesia,IDPKS
Palopo,2022,10,ALL,ALL,,MEDIUM,5.8,MEDIUM,,4.5,,,2.4,70.6,4,2,Indonesia,IDPPO
Palembang,2022,10,ALL,ALL,1.1,LOW,2.8,LOW,0.6,2.0,0.3,37.5,-0.2,-6.7,30,25,Indonesia,IDPLM
Paiton,2022,10,ALL,ALL,2.4,MEDIUM,2.1,MEDIUM,1.0,1.9,1.6,200.0,0.3,16.7,5,5,Indonesia,IDPAI
Padangbai,2022,10,ALL,ALL,0.0,HIGH,0.1,HIGH,0.0,0.3,0.0,0.0,0.0,0.0,49,11,Indonesia,
Pacitan,2022,10,ALL,ALL,0.0,LOW,2.3,LOW,0.0,0.0,,,0.8,53.3,2,1,Indonesia,ID5PP
Nunukan,2022,10,ALL,ALL,0.8,MEDIUM,2.4,MEDIUM,,2.8,,,-1.2,-33.3,3,3,Indonesia,IDNNX
Muntok,2022,10,ALL,ALL,,LOW,60.3,LOW,,,,,3.5,6.2,1,1,Indonesia,IDMUO
"Muara satui",2022,10,ALL,ALL,,MEDIUM,0.1,MEDIUM,,0.1,,,-2.4,-96.0,2,2,Indonesia,IDSTU
"Muara pantai",2022,10,ALL,ALL,,HIGH,5.7,HIGH,,2.6,,,-0.1,-1.7,12,11,Indonesia,IDMPN
"Migas lng batui",2022,10,ALL,ALL,,LOW,1.8,LOW,,,,,0.0,0.0,1,1,Indonesia,
Meulaboh,2022,10,ALL,ALL,,MEDIUM,1.1,MEDIUM,,0.1,,0.0,0.1,10.0,2,2,Indonesia,IDMEQ
Merauke,2022,10,ALL,ALL,0.5,MEDIUM,2.6,MEDIUM,0.3,2.7,-0.4,-44.4,-0.2,-7.1,3,3,Indonesia,IDMKQ
Merak,2022,10,ALL,ALL,0.5,HIGH,0.0,HIGH,1.9,0.4,0.0,0.0,0.0,0.0,698,95,Indonesia,IDMRK
"Mekar putih",2022,10,ALL,ALL,0.6,LOW,0.8,LOW,0.7,0.4,,,-0.8,-50.0,7,5,Indonesia,
Maumere,2022,10,ALL,ALL,,LOW,0.3,LOW,,,,,-0.6,-66.7,1,1,Indonesia,IDMOF
Manokwari,2022,10,ALL,ALL,0.4,MEDIUM,0.8,MEDIUM,,0.2,0.1,33.3,0.2,33.3,4,4,Indonesia,IDMKW
Manggis,2022,10,ALL,ALL,0.8,LOW,1.0,LOW,3.0,0.5,-1.5,-65.2,-0.4,-28.6,11,9,Indonesia,IDMGB
Malili,2022,10,ALL,ALL,0.8,LOW,0.7,LOW,,,,,-2.1,-75.0,1,1,Indonesia,IDMLI
Malahayati,2022,10,ALL,ALL,0.4,MEDIUM,1.6,MEDIUM,1.1,2.8,-0.2,-33.3,-0.5,-23.8,4,3,Indonesia,
Makassar,2022,10,ALL,ALL,0.3,HIGH,0.6,HIGH,2.1,6.7,-0.4,-57.1,-0.3,-33.3,75,58,Indonesia,IDMAK
Luwuk,2022,10,ALL,ALL,,MEDIUM,0.8,MEDIUM,,0.3,,,-0.3,-27.3,2,2,Indonesia,IDLUW
"Lubuk gaung",2022,10,ALL,ALL,1.4,MEDIUM,1.7,MEDIUM,2.2,1.0,0.8,133.3,-0.2,-10.5,19,15,Indonesia,
Lembar,2022,10,ALL,ALL,1.0,HIGH,0.2,HIGH,0.8,1.2,0.2,25.0,0.0,0.0,100,24,Indonesia,IDLBR
"Lawe lawe",2022,10,ALL,ALL,1.9,LOW,2.7,LOW,1.1,0.1,0.0,0.0,1.1,68.8,4,3,Indonesia,IDLLA
Labuanabajo,2022,10,ALL,ALL,,LOW,0.3,LOW,,,,,-3.1,-91.2,1,1,Indonesia,IDLBJ
Kupang,2022,10,ALL,ALL,1.6,MEDIUM,1.9,MEDIUM,3.6,6.2,0.4,33.3,0.5,35.7,19,10,Indonesia,IDKOE
Kumai,2022,10,ALL,ALL,0.6,HIGH,1.0,HIGH,,4.3,-0.9,-60.0,-1.0,-50.0,10,7,Indonesia,IDKUM
"Krueng geukueh",2022,10,ALL,ALL,0.5,LOW,1.1,LOW,0.0,4.4,-0.3,-37.5,-1.5,-57.7,5,4,Indonesia,IDKGH
Kotabaru,2022,10,ALL,ALL,0.2,MEDIUM,0.8,MEDIUM,0.0,0.7,-2.0,-90.9,-0.2,-20.0,8,7,Indonesia,IDKBU
Kolaka,2022,10,ALL,ALL,0.3,HIGH,0.8,HIGH,0.3,0.8,0.0,0.0,0.3,60.0,15,8,Indonesia,IDKOL
Kijang,2022,10,ALL,ALL,0.3,LOW,1.0,LOW,,0.6,0.0,0.0,0.4,66.7,4,3,Indonesia,IDKIJ
Ketapang,2022,10,ALL,ALL,0.9,HIGH,0.0,HIGH,1.5,0.6,0.9,0.0,0.0,0.0,742,31,Indonesia,IDKTG
Kariangau,2022,10,ALL,ALL,0.0,HIGH,0.8,HIGH,1.8,1.8,0.0,0.0,0.1,14.3,288,34,Indonesia,IDKRG
Kalbut,2022,10,ALL,ALL,,LOW,1.2,LOW,,2.2,,,-0.8,-40.0,17,14,Indonesia,IDKSO
Kalabahi,2022,10,ALL,ALL,0.5,MEDIUM,0.6,MEDIUM,,1.6,,,0.3,100.0,4,3,Indonesia,IDKBH
Kabil,2022,10,ALL,ALL,1.5,LOW,0.5,LOW,1.3,5.5,0.3,25.0,0.4,400.0,69,18,Indonesia,IDKAB
Jayapura,2022,10,ALL,ALL,0.6,MEDIUM,1.4,MEDIUM,4.0,11.5,0.3,100.0,-0.3,-17.6,7,4,Indonesia,IDDJJ
Jakarta,2022,10,ALL,ALL,0.3,HIGH,1.1,HIGH,2.7,6.2,-0.2,-40.0,-0.1,-8.3,281,193,Indonesia,IDJKT
Gresik,2022,10,ALL,ALL,1.4,LOW,2.0,LOW,1.5,2.2,0.2,16.7,-0.8,-28.6,50,40,Indonesia,IDGRE
Gilimanuk,2022,10,ALL,ALL,0.0,HIGH,0.0,HIGH,0.0,0.1,0.0,0.0,0.0,0.0,691,19,Indonesia,IDGIL
Garongkong,2022,10,ALL,ALL,0.4,LOW,0.2,LOW,,3.3,,,,,3,2,Indonesia,
Futong,2022,10,ALL,ALL,3.8,LOW,3.1,LOW,,,2.5,192.3,-0.3,-8.8,1,1,Indonesia,IDFTG
"Fak fak",2022,10,ALL,ALL,,MEDIUM,0.3,MEDIUM,,0.4,,,-1.1,-78.6,4,3,Indonesia,IDFKQ
Ende,2022,10,ALL,ALL,0.6,MEDIUM,0.9,MEDIUM,0.2,0.2,0.3,100.0,0.3,50.0,3,2,Indonesia,IDENE
Dumai,2022,10,ALL,ALL,2.0,LOW,1.8,LOW,4.1,2.2,0.9,81.8,0.5,38.5,31,23,Indonesia,IDDUM
Ciwandan,2022,10,ALL,ALL,0.4,MEDIUM,1.1,MEDIUM,2.4,1.3,0.1,33.3,-0.1,-8.3,21,19,Indonesia,IDCIW
Cirebon,2022,10,ALL,ALL,0.9,MEDIUM,2.1,MEDIUM,4.3,1.1,-0.2,-18.2,-0.9,-30.0,6,5,Indonesia,IDCBN
Cilegon,2022,10,ALL,ALL,1.1,LOW,15.9,LOW,6.0,10.5,-1.8,-62.1,7.5,89.3,14,13,Indonesia,IDCGN
Cilacap,2022,10,ALL,ALL,1.5,LOW,1.4,LOW,2.8,1.4,0.2,15.4,0.0,0.0,12,10,Indonesia,IDCXP
Cigading,2022,10,ALL,ALL,0.3,LOW,5.5,LOW,0.3,3.0,-0.6,-66.7,1.9,52.8,12,11,Indonesia,IDCIG
"Celukan bawang",2022,10,ALL,ALL,7.2,LOW,17.9,LOW,0.0,0.0,-3.4,-32.1,3.8,26.9,2,1,Indonesia,IDCEB
Bunati,2022,10,ALL,ALL,0.0,LOW,5.3,LOW,0.1,3.0,0.0,0.0,-0.1,-1.9,14,11,Indonesia,IDBUT
Bontang,2022,10,ALL,ALL,1.1,LOW,2.0,LOW,1.3,7.5,-0.2,-15.4,0.1,5.3,24,21,Indonesia,IDBXT
Bitung,2022,10,ALL,ALL,1.2,HIGH,1.5,HIGH,2.7,10.3,-0.2,-14.3,0.2,15.4,28,18,Indonesia,IDBIT
Biringkassi,2022,10,ALL,ALL,0.2,LOW,6.5,LOW,,,-4.9,-96.1,2.2,51.2,1,1,Indonesia,IDBIR
Benoa,2022,10,ALL,ALL,,MEDIUM,1.1,MEDIUM,,,,,0.0,0.0,1,1,Indonesia,IDBOA
Bengkulu,2022,10,ALL,ALL,0.1,LOW,1.4,LOW,0.5,0.9,0.0,0.0,-2.4,-63.2,10,8,Indonesia,IDBKS
Benete,2022,10,ALL,ALL,,LOW,1.0,LOW,,0.4,,,-1.4,-58.3,3,3,Indonesia,IDBEN
Belawan,2022,10,ALL,ALL,0.5,HIGH,1.6,HIGH,2.1,5.1,-0.5,-50.0,0.2,14.3,38,34,Indonesia,IDBLW
"Batu ampar",2022,10,ALL,ALL,0.8,LOW,1.6,LOW,2.2,9.0,-0.4,-33.3,0.1,6.7,41,22,Indonesia,IDBUR
Banjarmasin,2022,10,ALL,ALL,0.3,HIGH,0.8,HIGH,0.2,7.1,-0.1,-25.0,0.0,0.0,56,40,Indonesia,IDBDJ
"Banda aceh",2022,10,ALL,ALL,,HIGH,0.1,HIGH,,0.3,,,0.0,0.0,15,1,Indonesia,IDBTJ
Balikpapan,2022,10,ALL,ALL,2.4,LOW,1.3,LOW,5.3,2.4,-0.1,-4.0,-0.3,-18.8,42,31,Indonesia,IDBPN
Bakauheni,2022,10,ALL,ALL,0.0,HIGH,0.1,HIGH,0.6,0.4,0.0,0.0,0.0,0.0,611,48,Indonesia,IDTKG
Bajoe,2022,10,ALL,ALL,,LOW,1.9,LOW,,2.4,,,0.0,0.0,16,5,Indonesia,
Ampenan,2022,10,ALL,ALL,0.5,MEDIUM,0.9,MEDIUM,0.3,2.9,,,0.4,80.0,6,4,Indonesia,IDAMP
Ambon,2022,10,ALL,ALL,5.8,LOW,0.8,LOW,7.0,0.4,5.8,0.0,-0.4,-33.3,16,8,Indonesia,IDAMQ
Amamapare,2022,10,ALL,ALL,2.6,HIGH,1.5,HIGH,1.3,3.4,0.6,30.0,-0.5,-25.0,11,6,Indonesia,IDAMA
"Adang bay",2022,10,ALL,ALL,0.4,HIGH,5.2,HIGH,2.8,4.0,0.4,0.0,-0.7,-11.9,14,12,Indonesia,IDADB
Wayame,2022,9,ALL,ALL,2.3,LOW,1.6,LOW,1.1,3.2,0.5,27.8,-0.2,-11.1,19,17,Indonesia,
Waingapu,2022,9,ALL,ALL,0.5,MEDIUM,0.4,MEDIUM,,0.1,0.1,25.0,0.0,0.0,3,2,Indonesia,IDWGP
Tuban,2022,9,ALL,ALL,1.5,HIGH,1.2,HIGH,2.2,2.8,0.7,87.5,0.2,20.0,22,18,Indonesia,IDTBN
Tual,2022,9,ALL,ALL,0.9,HIGH,0.8,HIGH,0.6,2.0,-0.1,-10.0,-0.6,-42.9,14,12,Indonesia,IDTUA
Ternate,2022,9,ALL,ALL,11.8,LOW,1.3,LOW,5.7,1.3,11.2,1866.7,1.1,550.0,8,4,Indonesia,IDTTE
Telukbayur,2022,9,ALL,ALL,1.5,HIGH,1.5,HIGH,1.8,4.1,0.8,114.3,0.4,36.4,20,19,Indonesia,IDTBR
Tarjun,2022,9,ALL,ALL,0.3,LOW,1.7,LOW,,1.8,-0.4,-57.1,-1.3,-43.3,5,5,Indonesia,IDTAR
Tarakan,2022,9,ALL,ALL,0.1,LOW,1.2,LOW,,,-0.1,-50.0,-0.8,-40.0,1,1,Indonesia,IDTRK
Tarahan,2022,9,ALL,ALL,0.6,HIGH,0.5,HIGH,1.1,12.5,0.1,20.0,0.1,25.0,13,11,Indonesia,IDTRH
"Tanjung uban",2022,9,ALL,ALL,1.3,MEDIUM,0.0,MEDIUM,1.7,4.5,-0.3,-18.8,0.0,0.0,51,16,Indonesia,IDITN
"Tanjung pemancingan",2022,9,ALL,ALL,1.8,LOW,3.0,LOW,,,0.8,80.0,1.0,50.0,1,1,Indonesia,IDTPN
"Tanjung jati",2022,9,ALL,ALL,4.7,MEDIUM,3.5,MEDIUM,6.6,0.8,4.4,1466.7,0.1,2.9,2,2,Indonesia,
"Tanjung bara",2022,9,ALL,ALL,5.8,HIGH,0.9,HIGH,21.7,1.0,4.9,544.4,0.0,0.0,10,10,Indonesia,IDTBA
Tangguh,2022,9,ALL,ALL,1.1,MEDIUM,1.4,MEDIUM,0.8,1.1,-0.3,-21.4,-3.9,-73.6,4,4,Indonesia,
Suralaya,2022,9,ALL,ALL,0.3,LOW,1.3,LOW,1.3,3.3,-0.4,-57.1,0.4,44.4,24,21,Indonesia,IDSRL
Surabaya,2022,9,ALL,ALL,0.5,HIGH,0.8,HIGH,0.9,3.4,-0.3,-37.5,0.2,33.3,176,133,Indonesia,IDSUB
"Sungai pakning",2022,9,ALL,ALL,2.4,MEDIUM,2.0,MEDIUM,,1.0,-0.6,-20.0,0.0,0.0,2,2,Indonesia,IDSEQ
Sorong,2022,9,ALL,ALL,3.9,LOW,1.1,LOW,2.6,1.1,-10.6,-73.1,0.6,120.0,6,6,Indonesia,IDSOQ
Sibolga,2022,9,ALL,ALL,0.1,MEDIUM,1.8,MEDIUM,,0.9,-0.2,-66.7,0.0,0.0,3,3,Indonesia,IDSLG
Semarang,2022,9,ALL,ALL,0.3,HIGH,0.8,HIGH,1.3,2.0,-0.2,-40.0,0.0,0.0,35,31,Indonesia,IDSRG
Saumlaki,2022,9,ALL,ALL,2.9,MEDIUM,0.8,MEDIUM,3.3,0.6,2.9,0.0,0.1,14.3,3,3,Indonesia,IDSXK
Sampit,2022,9,ALL,ALL,0.3,LOW,1.0,LOW,0.4,4.2,-0.4,-57.1,-3.3,-76.7,13,11,Indonesia,IDSMQ
Samarinda,2022,9,ALL,ALL,0.6,HIGH,1.0,HIGH,1.9,4.6,0.3,100.0,-0.4,-28.6,13,13,Indonesia,IDSRI
Pontianak,2022,9,ALL,ALL,0.7,LOW,1.4,LOW,0.4,4.3,0.3,75.0,-0.6,-30.0,30,27,Indonesia,IDPNK
Pomako,2022,9,ALL,ALL,1.5,LOW,2.5,LOW,1.8,0.9,0.6,66.7,1.4,127.3,4,4,Indonesia,IDPMK
Pekanbaru,2022,9,ALL,ALL,1.2,MEDIUM,3.0,MEDIUM,,,,,-2.1,-41.2,1,1,Indonesia,IDPKU
Panjang,2022,9,ALL,ALL,0.2,LOW,1.1,LOW,0.6,1.0,-0.3,-60.0,-0.1,-8.3,26,24,Indonesia,IDPNJ
"Pangkalan susu",2022,9,ALL,ALL,1.4,MEDIUM,1.1,MEDIUM,0.8,0.1,0.6,75.0,0.1,10.0,2,1,Indonesia,IDPKS
Palopo,2022,9,ALL,ALL,,MEDIUM,3.4,MEDIUM,,4.2,,,0.0,0.0,2,2,Indonesia,IDPPO
Palembang,2022,9,ALL,ALL,0.8,LOW,3.0,LOW,1.0,3.8,0.1,14.3,0.3,11.1,28,28,Indonesia,IDPLM
Paiton,2022,9,ALL,ALL,0.3,LOW,1.3,LOW,0.8,1.0,-0.5,-62.5,-0.5,-27.8,4,4,Indonesia,IDPAI
Padangbai,2022,9,ALL,ALL,0.0,MEDIUM,0.1,MEDIUM,1.9,0.4,,,0.0,0.0,32,9,Indonesia,
Pacitan,2022,9,ALL,ALL,9.9,LOW,0.7,LOW,14.1,0.0,,,-0.8,-53.3,2,2,Indonesia,ID5PP
Nunukan,2022,9,ALL,ALL,,LOW,3.6,LOW,,1.6,,,1.2,50.0,2,2,Indonesia,IDNNX
Muntok,2022,9,ALL,ALL,,LOW,56.8,LOW,,1.5,,,8.8,18.3,2,1,Indonesia,IDMUO
"Muara satui",2022,9,ALL,ALL,,MEDIUM,2.5,MEDIUM,,3.4,,,2.5,0.0,2,2,Indonesia,IDSTU
"Muara pantai",2022,9,ALL,ALL,1.5,MEDIUM,5.8,MEDIUM,1.8,2.4,,,0.3,5.5,8,8,Indonesia,IDMPN
Meulaboh,2022,9,ALL,ALL,0.0,MEDIUM,1.0,MEDIUM,,0.0,-0.3,-100.0,0.1,11.1,2,2,Indonesia,IDMEQ
Merauke,2022,9,ALL,ALL,0.8,LOW,13.8,LOW,,16.6,0.6,300.0,12.2,762.5,2,2,Indonesia,IDMKQ
